DesafioTexto,ImpactoPandemia,ManterTexto,OndeTrabalhaSimples,TimeDivisao,ContratoOrig,ContratoSimples,Salario,salario2019,Escolaridade?,AnosExperienciaUX,Nivel,Lideranca,Funcao,Genero,LGBTQ,Filhos,FilhosSimples,Raca,deficiencia,deficienciaSimples,Estado,Cidade,Idade,FaixaIdade
Manter o mesmo nível de produtividade e a comunicação entre os funcionários da empresa,Não sei responder / não tenho visibilidade,Com a diminuição da produtividade e com a dificuldade de foco que tive que enfrentar no Home Office tive que aprender a me organizar melhor para pode medir e aumentar minha produtividade,Outro,Atende clientes externos ( trabalho em consultoria ou freelancer),PJ,PJ,5000,4800,Ensino médio completo / superior incompleto,De 1 a 3,Júnior,Analista,UI Designer,Feminino,Não,Não,Não,Asiático,Não tenho,Não,São Paulo (SP),Manaus,23,18 - 23
me adaptar em uma empresa nova em plena pandemia foi dificil,A empresa foi positivamente afetada (crescimento no período),"A liberdade de trabalhar de onde quiser, a autonomia e acompanhamento próximo das lideranças",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,6000,4500,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,23,18 - 23
Me desconectar das redes sociais. Fiquei muito viciada nelas durante esse período e por vezes tira a concetração do meu trabalho.,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),"Quando eu estava no escritório eu não comia bem e sempre comia por que estava entediada, em casa foi ao contrário, por sempre ter comida disponível (e comer comida boa e saudável) passei a comer adequadamente ",Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),PJ,PJ,6750,4362,Superior completo,Menos de 1,Pleno,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Bauru,23,18 - 23
Manter relações mais humanas no trabalho,A empresa foi gravemente afetada (perda de receita superior a 50%),,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,7500,4000,Superior completo,De 4 a 5,Pleno,Analista,Designer de produto,Masculino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Embu Guaçu,23,18 - 23
Entrevistar clientes remotamente e conseguir marcar reuniões ou bate papos para resolver situações que eram resolvidas indo na mesa,A empresa foi levemente afetada (perda de receita de até 15%),O trabalho remoto é algo que eu gostaria de manter,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,4300,3500,Superior completo,Menos de 1,Júnior,Analista,UX Designer,Feminino,Não,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),Barueri,23,18 - 23
Mudar de emprego,Não sei responder / não tenho visibilidade,Poder trabalhar de casa ou de outros lugares que não só o escritório,Start up,Modelo híbrido / Cross: squads e visão central,CLT,CLT,4089,3500,Superior completo,De 1 a 3,Júnior,Analista,Designer de produto,Feminino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,23,18 - 23
"Talvez por nunca ter trabalhado remoto antes, nos primeiros meses ainda me sentia bem confuso com os horários, sentia muita preguiça para começar a trabalhar e ficava até tarde, nada saudável.    Com o tempo fui me adaptando  sinto que hoje meus horários são mais regrados e sudáveis do que quando travalhava alocado.",A empresa foi levemente afetada (perda de receita de até 15%),"Acredito que a única mudança positiva realmente tenha sido o trabalho remoto (a partir do momento que me adaptei e tive ganhos de produtividade), pelo cenário atual eu me manteria trabalhando remoto mesmo com a reabertura total das cidades.",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,7768,3500,Ensino médio completo / superior incompleto,De 4 a 5,Pleno,Analista,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,Pernambuco (PE),Recife,23,18 - 23
,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),,Empresa,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,4400,3330,Superior completo,De 1 a 3,Júnior,Analista,Designer de produto,Feminino,Sim,Não,Não,Negro,Não tenho,Não,Santa Catarina (SC),Florianópolis,23,18 - 23
Separar vida pessoal do trabalho,A empresa foi positivamente afetada (crescimento no período),"Home office, menos tempo no trânsito, mais foco por estar em um ambiente silencioso",Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,4554,3300,Ensino médio completo / superior incompleto,De 6 a 10,Pleno,Analista,Estrategista de UX,Feminino,Sim,Não,Não,Branco,Não tenho,Não,Santa Catarina (SC),Blumenau,23,18 - 23
,A empresa foi positivamente afetada (crescimento no período),Mais contato com a família.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,5625,3200,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Masculino,Não,Não,Não,Pardo,Não tenho,Não,Minas Gerais (MG),Belo Horizonte,23,18 - 23
"Trocar de emprego. É difícil entrar em uma empresa na qual você não conhece ninguém, participar de todos os onboardings, se manter atualizado e fazer networking. Mas nada como um pouco para resolver.",A empresa foi positivamente afetada (crescimento no período),"Home office, com certeza. Não me vejo mais perdendo tantas horas no trânsito.",Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,5500,3200,Superior completo,De 1 a 3,Pleno,Analista,UX Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Santo André,23,18 - 23
Entrevista com clientes e interação com o time,A empresa foi positivamente afetada (crescimento no período),Home Office,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,4000,3000,Especialização,De 1 a 3,Júnior,Analista,Redator / UX Writer,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,23,18 - 23
Lidar com o horário de trabalho e descanso,A empresa foi positivamente afetada (crescimento no período),Home office com mais frequencia,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,3000,3000,Superior completo,Menos de 1,Júnior,Analista,UX Designer,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,23,18 - 23
Não ter contato com os colegas de trabalho.,A empresa foi positivamente afetada (crescimento no período),Flexibilidade de horário,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,4779,3000,Ensino médio completo / superior incompleto,De 1 a 3,Pleno,Analista,Redator / UX Writer,Feminino,Sim,Não,Não,Pardo,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,23,18 - 23
"Alinhamento estratégico com todos os envolvidos/stakeholders se tornou mais complicado, deixando sempre algum gargalo mal resolvido.",A empresa foi positivamente afetada (crescimento no período),"Flexibilidade para trabalhar de onde quer que seja. E se for no escritório, não ficar atrelado apenas à um único espaço pré-determinado. ",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,2800,2800,Especialização,De 1 a 3,Pleno,Analista,Designer de produto,Masculino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Ribeirão Preto,23,18 - 23
"Separar a vida pessoal do trabalho. No começo foi muito complicado, já que home office era permitido na empresa, porém não era uma prática. Também tive dificuldade (e ainda tenho) de conseguir falar em reuniões, principalmente por acabar todo mundo falando junto ou tendo ruídos de fundos atrapalhando a reunião.",A empresa foi positivamente afetada (crescimento no período),Ter a opção de trabalhar ao menos 2 dias da semana em casa.,Empresa,O time é uma banda de uma pessoa só,CLT,CLT,3350,2602,Superior completo,Menos de 1,Júnior,Analista,Designer de produto,Masculino,Sim,Não,Não,Branco,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,23,18 - 23
Manter contato intimo com os colegas.,A empresa foi positivamente afetada (crescimento no período),Mais tempo pra família.,Outro,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,5600,2600,Ensino médio completo / superior incompleto,De 1 a 3,Júnior,Analista,CX / Operações / Suporte,Masculino,Não,Não,Não,Negro,Não tenho,Não,São Paulo (SP),São Paulo,23,18 - 23
"Foco no trabalho, e resolução rápida de problemas ",Não sei responder / não tenho visibilidade,Poder trabalhar alguns dias remotos ou até trabalhar remoto de algum local diferente da minha casa,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,4260,2500,Especialização,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Sim,Não,Não,Pardo,Não tenho,Não,Santa Catarina (SC),Blumenau,23,18 - 23
Manter o foco durante o horário comercial,A empresa foi positivamente afetada (crescimento no período),Manter um espaço de trabalho adequado em casa,Empresa,É distribuído em diferentes squads / grupos / equipes,PJ,PJ,8300,2500,Ensino médio completo / superior incompleto,De 4 a 5,Sênior,Analista,UI Designer,Feminino,Sim,Não,Não,Branco,Não tenho,Não,Minas Gerais (MG),Uberlândia,23,18 - 23
"Atualmente sou freelancer. Maior medo foi de os clientes cancelarem seu vários investimentos de longo prazo. No início foi difícil, baita desafio obter clientes e continuar, mas voltou a normalizar após os 3 primeiros meses de pandemia.",Não sei responder / não tenho visibilidade,"Ser demitido foi bom...    Quero continuar em home office, no meu próprio estúdio.   Ter essa vida flexível que o home office no da.  Quero continuar a negociar trabalhos com empresas. B2B",Freelancer,,Sócio ou proprietário,Sócio ou proprietário,8000,2500,Superior completo,De 4 a 5,Trabalho de forma independente ou como freelancer,Freelancer,Freelancer,Masculino,Não,Não,Não,Branco,Não tenho,Não,Santa Catarina (SC),Blumenau,23,18 - 23
Lidar com a emoção das pessoas dentro e fora de casa,Não sei responder / não tenho visibilidade,,Freelancer,,Freelancer ou independente,Freelancer,3000,2500,Superior completo,De 1 a 3,Trabalho de forma independente ou como freelancer,Freelancer,Freelancer,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,23,18 - 23
Saber separar o tempo de trabalho do tempo de descanso. Me sinto o tempo todo cansada e pouco produtiva.,A empresa foi gravemente afetada (perda de receita superior a 50%),Um horário de almoço proveitoso e explorar novas ferramentas de comunicação com a minha equipe,Empresa,Não temos um time,CLT,CLT,2400,2400,Superior completo,Menos de 1,Coordenador/Lead,Liderança,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,Paraná (PR),Curitiba,23,18 - 23
,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),,Empresa,Não temos um time,PJ,PJ,3200,2400,Ensino médio completo / superior incompleto,Menos de 1,Júnior,Analista,Gerente de produto / PO / Product Manager,Masculino,Não,Não,Não,Branco,Não tenho,Não,Rio Grande do Sul (RS),Porto Alegre,23,18 - 23
A pressão da empresa para que escolha-mos voltar para o escritório,A empresa foi levemente afetada (perda de receita de até 15%),o Home office,Empresa,Modelo híbrido / Cross: squads e visão central,PJ,PJ,7250,2400,Superior completo,De 1 a 3,Pleno,Analista,UI Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,Minas Gerais (MG),Uberlândia,23,18 - 23
"Dentro da empresa, passei um bom tempo martelando na necessidade de campanhas de marketing e melhor estruturação de roadmaps de produtos para apresentar para investidores. Esse ano, com a pandemia estamos necessitando de investimento e por termos um business pouco desenvolvido, estamos tendo muita dificuldade de conseguir investimento mesmo com 4 produtos em andamento.",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),Eu gosto bastante do home office e pretendo manter o trabalho remoto.,Empresa,O time é uma banda de uma pessoa só,Estagiário,Estagiário,1500,2200,Superior completo,De 1 a 3,Outro (especifique),Analista,Outro (especifique),Feminino,Sim,Não,Não,Branco,Não tenho,Não,Distrito Federal (DF),Brasília,23,18 - 23
A cultura da empresa que eu trabalhava não deu nenhum suporte na transição para o home office,Não sei responder / não tenho visibilidade,Flexibilidade do home office,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,3769,2140,Especialização,De 1 a 3,Pleno,Analista,Estrategista de UX,Masculino,Sim,Não,Não,Branco,Não tenho,Não,Paraná (PR),Curitiba,23,18 - 23
,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),,Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,2500,2069,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Santos,23,18 - 23
"não ter pessoas pra conversar, eu não gosto de bagunça, mas nunca pensei que sentiria falta das conversas paralelas do escritório :)",A empresa foi positivamente afetada (crescimento no período),"Espero manter a disciplina que adquiri nesse período, tenho muito mais foco do que eu tinha quando estava no escritório. ",Agência ou consultoria,Equipe que atende a outras áreas,CLT,CLT,4000,2000,Superior completo,De 1 a 3,Júnior,Analista,Designer de interação,Feminino,Não,Não,Não,Pardo,Não tenho,Não,Amazonas (AM),Manaus,23,18 - 23
Me adaptar e adaptar também meus familiares a esse novo estilo de trabalho em home office. A comunicação com o time no início também foi uma questão.,Não sei responder / não tenho visibilidade,Trabalhar em casa durante mais dias e manter um horário flexível,Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,5000,1800,Ensino médio completo / superior incompleto,De 1 a 3,Júnior,Analista,Designer de produto,Feminino,Sim,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,23,18 - 23
O contato com os usuários mais leigos,A empresa foi levemente afetada (perda de receita de até 15%),"Home office, flexibilidade de horário, não precisar pegar trânsito.",Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,2200,1800,Ensino médio completo / superior incompleto,Menos de 1,Júnior,Analista,Outro (especifique),Feminino,Não,Não,Não,Branco,Não tenho,Não,Santa Catarina (SC),Blumenau,23,18 - 23
Conseguir que as pessoas que moram na minha casa entendam que estou em horario de trabalho. Conciliar problemas familiares com horario de trabalho.,A empresa foi positivamente afetada (crescimento no período),,Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,3000,1800,Especialização,De 1 a 3,Pleno,Analista,UI Designer,Masculino,Sim,Não,Não,Branco,Não tenho,Não,Pernambuco (PE),Recife,23,18 - 23
"Minha situação foi bem atípica: recebi uma proposta de emprego em outro estado no início de março. Ou seja, logo depois que me mudei para assumir o novo emprego, começou a pandemia. Minha adaptação ao novo emprego e à nova cidade foram dificílimas devido a isso.",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),"Gosto da possibilidade de home office quando necessário, que antes nem sequer era cogitada nas empresas que trabalhei. Também gostei da formalização de documentação e reuniões, que passaram a ser levadas mais a sério.",Empresa,O time é uma banda de uma pessoa só,CLT,CLT,3600,1700,Superior completo,De 1 a 3,Júnior,Analista,UX Designer,Feminino,Sim,Não,Não,Branco,Não tenho,Não,Santa Catarina (SC),Chapecó,23,18 - 23
